StudentID,Age,StudyHours,Attendance,PreviousGPA,AssignmentsCompleted,SleepHours,InternetHours,Scholarship_si,Program_contador auditor,Program_ingenieria civil,Program_ingenieria industrial,Program_ingenieria informatica,FinalGrade
STU-11896,0.26151098792370814,-0.13940107089119416,-0.7113478576852948,-0.6003548110878927,-1.6851703077300217,0.5129035609221422,-0.18115377660403423,0.0,1.0,0.0,0.0,0.0,2.94
STU-12682,-1.0357012202512186,0.16282317900181162,0.853401380035341,0.024795226793840854,0.24463465425452652,-0.9376974462003076,0.12781463691885814,0.0,0.0,1.0,0.0,0.0,4.91
STU-10071,1.3425211614028136,-0.9532116208824158,-1.806672324089739,-1.1421515105853957,-1.0447737206428873,-0.9950658476119302,-1.0322743119689832,1.0,0.0,1.0,0.0,0.0,2.87
STU-12224,-1.2519032549470397,0.0412581175923344,1.2411442729044795,-0.6837081494721244,1.0544635222301855,-0.4787502349073294,-0.554247709914697,0.0,0.0,0.0,1.0,0.0,3.61
STU-13314,-1.2519032549470397,0.4566054107413814,0.06659822559656975,-0.6837081494721244,-0.11863964290476739,0.31621189893943685,-0.6096288406404983,0.0,0.0,0.0,1.0,0.0,3.88
STU-11726,-1.0357012202512186,-0.87892186113218,-0.8333786158471551,-0.7253848186642391,-0.17822811457318896,-0.3066450306724624,0.96144639415987,0.0,1.0,0.0,0.0,0.0,2.99
STU-14904,1.1263191267069925,-1.9020944613286124,-0.11005113803289977,-1.614487094762705,-0.9406733785715489,0.48012161725835795,-1.5511080629791236,0.0,1.0,0.0,0.0,0.0,2.51
STU-14527,-1.2519032549470397,-0.750603185199954,0.9990509946156271,-1.3366426334819344,0.1735592482885781,-0.19190822784921804,-0.5192701536668223,0.0,1.0,0.0,0.0,0.0,3.38
STU-13050,-0.3870951161637552,0.19659125161555516,-0.40823920031551153,-0.6281392572159703,0.4032979342391198,0.045760863713217304,1.8825220420205684,0.0,0.0,0.0,0.0,1.0,5.09
STU-12544,-0.17089308146793408,-0.7657988178761386,-2.047781483361158,-1.0865826183292415,-1.284563474103765,0.5948584200816031,0.05202993171512986,0.0,0.0,0.0,0.0,1.0,3.19
STU-10627,0.26151098792370814,0.6997355335603356,-1.4494371207610661,-0.04466588852635272,0.5590894806493298,0.3489938426032211,1.171311731647118,1.0,0.0,0.0,0.0,1.0,3.98
STU-10691,-0.6032971508595764,-0.8434653848877491,-3.3773262759149807,-0.2252647883588533,-1.415945285131731,0.9800462581310663,-1.3033503728900115,0.0,0.0,1.0,0.0,0.0,1.65
STU-10450,0.47771302261952925,0.1661999862631859,0.6004827925547094,-1.767301548467128,0.1735592482885781,-1.0524342490235528,-0.35021196513542824,0.0,0.0,1.0,0.0,0.0,3.93
STU-14977,-0.17089308146793408,0.3958228800366426,0.6870852660889342,0.42766969565095664,0.1735592482885781,0.48012161725835795,-0.16657979483408653,1.0,0.0,0.0,1.0,0.0,5.5
STU-13284,-0.17089308146793408,-1.334790841417719,-0.7585855705221431,-2.364667140220785,-0.7705231642894288,-0.019803023614350393,-1.3120947619519803,0.0,0.0,0.0,0.0,1.0,2.24
STU-13671,0.04530895322788702,-0.3285022775281584,-0.22814542012502206,0.3582085803307643,-1.9242421277973043,0.8571139693918767,-0.6271176187644357,0.0,0.0,0.0,0.0,0.0,3.39
STU-13436,0.26151098792370814,-0.2981110121757892,-1.5261984041209464,-0.4892170265755844,-0.5077595422334972,0.2342570397799767,-0.8428125489596625,1.0,0.0,0.0,1.0,0.0,4.75
STU-10371,-1.2519032549470397,0.8331194203846228,0.44597610681751526,0.31653191113864965,0.2424808540737401,1.4963618708356679,-0.6504359895963522,1.0,0.0,1.0,0.0,0.0,4.81
STU-14491,-0.6032971508595764,-0.6695598109269691,0.5207691521425273,-0.1835881191667374,0.1735592482885781,1.6356851314067504,-0.5192701536668223,0.0,0.0,0.0,0.0,1.0,4.01
STU-10787,-0.3870951161637552,-0.8282697522115644,-0.04214692582992902,-0.7948459339844327,-1.5186097604158797,1.275083751105125,-0.9419156249953071,0.0,0.0,0.0,1.0,0.0,3.54
STU-11541,-0.8194991855553975,-1.7552033454588274,-1.4435324066564599,-0.1280192269105833,-1.756963647089566,-0.40499086166381504,-1.422857023403583,1.0,0.0,0.0,1.0,0.0,2.94
STU-13577,0.26151098792370814,-0.6611177927735334,-0.9622982071310567,-0.961552610752895,1.0544635222301855,-0.7082238405538188,0.14238861868880612,0.0,0.0,0.0,0.0,1.0,3.54
STU-13293,0.9101170920111715,-0.06511131114095792,-0.11989232820724283,-0.21137256529481507,0.6832919577413417,-0.27386308700867823,-0.9069380687474327,0.0,0.0,0.0,0.0,0.0,4.05
STU-11502,-1.2519032549470397,0.6018081229804789,-0.2734148949270035,-0.2669414575509692,0.23458358674419028,1.8815497088851325,-0.904023272393443,0.0,0.0,0.0,0.0,0.0,4.38
STU-11248,-0.3870951161637552,-0.10732140190813748,-1.6698797806663628,1.386233087069615,-0.16458738009487572,0.32440738485538345,-0.5367589317907595,0.0,0.0,0.0,1.0,0.0,3.95
STU-11483,-0.3870951161637552,-0.048227274834086155,-1.4258182643426407,-1.5311337563784733,-1.940036662456404,0.7423771665686316,-0.16657979483408653,1.0,0.0,0.0,0.0,0.0,2.97
STU-11197,0.6939150573153504,-0.048227274834086155,-0.33836675007767103,0.5526997032273043,-0.9823135154000844,-1.257321396922204,3.0513553799703788,1.0,0.0,0.0,1.0,0.0,4.03
STU-12355,-0.6032971508595764,-1.0139941515871544,-1.4159770741682975,0.03868744985787907,0.18432824919250912,-0.43777280532759927,0.46884581033563594,0.0,0.0,0.0,1.0,0.0,2.9
STU-13295,-0.17089308146793408,-0.5479947495174923,-1.0931860364498267,0.024795226793840854,-0.4941188077551829,-0.5279231504030053,-0.638776804180394,1.0,1.0,0.0,0.0,0.0,4.48
STU-11954,0.04530895322788702,-0.9549000245131031,-0.11595585213750616,0.6360530416115349,-0.3914543324710352,0.6768132792410632,-0.1840685729580237,1.0,0.0,0.0,0.0,1.0,4.98
STU-10190,-1.2519032549470397,-1.657275934878971,-2.1944152169588773,0.6360530416115349,-3.068627957188439,0.24245252569592257,-0.5163553573128328,0.0,0.0,0.0,0.0,1.0,2.12
STU-14114,-0.17089308146793408,1.8664224423651785,0.06659822559656975,1.789107555926732,1.0544635222301855,0.816136539812146,-0.16657979483408653,0.0,0.0,0.0,1.0,0.0,4.76
STU-12753,0.6939150573153504,-0.35045152472709196,-0.0864322816144742,-0.558678141895778,-0.6089881507304543,1.0947830609543114,-0.9535748104112654,0.0,0.0,1.0,0.0,0.0,3.73
STU-10158,-1.0357012202512186,-0.048227274834086155,-1.1512490584784545,-1.3366426334819344,-1.1151311932152408,1.1603469482818798,-0.5046961718968745,0.0,1.0,0.0,0.0,0.0,2.73
STU-13760,-0.6032971508595764,-0.12927064910707098,-0.6621419068135768,-0.5725703649598162,-0.4740166727345115,0.14410669470456994,0.9497872087439121,0.0,1.0,0.0,0.0,0.0,3.44
STU-14372,-1.2519032549470397,0.519076345076807,-0.1641776839917894,1.0250352874046138,1.0544635222301855,1.1275650046180963,-0.7466242692780072,0.0,0.0,0.0,0.0,1.0,5.85
STU-12012,-0.8194991855553975,-0.08368375107851712,-0.3373826310602376,-0.030773665462313266,0.8168275689500939,0.8243320257280918,-0.7349650838620491,0.0,0.0,1.0,0.0,0.0,4.85
STU-14911,-1.2519032549470397,-0.2187560415334915,-0.35903324944379345,-0.461432580447508,-1.2515385379983752,-0.5033366926551677,-1.4024534489256562,1.0,1.0,0.0,0.0,0.0,3.61
STU-10960,-0.3870951161637552,0.0412581175923344,0.4735314393056775,0.8444363875721131,-0.690114624206739,0.4637306454264662,0.17153658222870152,0.0,0.0,0.0,0.0,1.0,4.98
STU-10689,-0.6032971508595764,0.34854757837740163,1.3936827206068052,0.5804841493553808,0.1735592482885781,0.3489938426032211,0.5708636827252701,0.0,0.0,1.0,0.0,0.0,4.63
STU-14852,-0.17089308146793408,0.7199963771285819,0.06659822559656975,-0.35029479593519974,-0.5027340084783286,0.2998209271075451,-0.7699426401099236,0.0,1.0,0.0,0.0,0.0,4.2
STU-12737,0.04530895322788702,0.610250141133915,0.889813783680413,-1.9479004482996296,1.0544635222301855,1.5045573567516137,-1.3150095583059698,0.0,0.0,1.0,0.0,0.0,4.34
STU-13404,1.3425211614028136,-0.5327991168413077,-1.2211215087162934,-0.6976003725361627,0.5705764149468577,-1.4376220870730165,-0.761198251047955,1.0,0.0,0.0,0.0,1.0,4.47
STU-11485,-0.8194991855553975,-0.4872122188127535,-1.0164247530899464,-0.5170014727036621,-1.2903069412525285,0.7013997369889016,-0.767027843755934,1.0,0.0,0.0,1.0,0.0,2.87
STU-11178,0.47771302261952925,-0.4703281825058817,-1.0941701554672616,0.5804841493553808,-0.838726836680996,0.02117440596537969,3.3894717570331667,1.0,0.0,0.0,0.0,0.0,4.31
STU-14613,-1.0357012202512186,-0.19005317981180944,-1.7003874702068282,-0.767061487856355,0.1735592482885781,-0.15093079826948724,1.2354372514348877,0.0,0.0,1.0,0.0,0.0,2.59
STU-11696,1.1263191267069925,-1.5205152407933091,0.11334387892470138,-1.1421515105853957,-2.212851352022672,-0.8721335588727391,-0.3706155396133552,1.0,1.0,0.0,0.0,0.0,3.09
STU-12164,0.6939150573153504,1.0053365907147154,0.7303865028560459,-0.808738157048471,1.0544635222301855,-0.8147651574611173,1.9320735800383908,1.0,0.0,0.0,1.0,0.0,4.93
STU-11377,-0.17089308146793408,0.5528444176905505,-0.005734522184857188,0.8722208337001897,-0.5099133424142835,0.9472643144672828,0.4571866249196777,0.0,0.0,1.0,0.0,0.0,4.64
STU-14598,-1.0357012202512186,0.3164679093943452,-0.12874939936415242,1.441801979325769,-0.0863326401929723,0.644031335577279,1.0459754884255672,0.0,0.0,0.0,1.0,0.0,5.37
STU-14485,0.47771302261952925,0.6710326718386531,0.8632425702096842,-0.16969589610269917,-0.3799673981735084,-0.7655922419654406,-1.0468482937389312,1.0,1.0,0.0,0.0,0.0,4.77
STU-11929,0.9101170920111715,-0.19849519796524548,-2.6047928472290063,-0.711492595600201,0.1735592482885781,2.365083377925949,-0.7582834546939654,1.0,0.0,0.0,0.0,0.0,3.46
STU-14822,-0.17089308146793408,0.7622064678957614,1.500951693507151,1.05281973353269,1.0544635222301855,0.9062868848875519,-0.4085078922152193,0.0,0.0,0.0,1.0,0.0,5.69
STU-12423,-0.3870951161637552,-0.4770817970286306,1.500951693507151,0.03868744985787907,1.0544635222301855,-0.9295019602843617,0.13655902598082686,0.0,0.0,1.0,0.0,0.0,4.17
STU-13876,0.9101170920111715,1.5287417162277421,1.500951693507151,0.1081485651780714,1.0544635222301855,-0.04438948136218873,0.35225395617605376,0.0,1.0,0.0,0.0,0.0,4.59
STU-10355,-0.17089308146793408,1.4460099383240699,0.910480283046534,1.789107555926732,1.0544635222301855,-0.9458929321162541,0.6058412389731446,0.0,1.0,0.0,0.0,0.0,5.03
STU-10941,-0.6032971508595764,-1.37024731766215,-0.8009026882718214,-0.808738157048471,-0.46683733879855643,-0.5934870377305738,0.31144680722020013,1.0,0.0,0.0,1.0,0.0,2.99
STU-10730,0.04530895322788702,0.38738086188320686,0.1300739022210843,0.4554541417790343,1.0544635222301855,-0.3558179461681384,2.223553215437346,1.0,0.0,0.0,0.0,1.0,4.3
STU-10223,0.47771302261952925,1.5067924690288088,1.500951693507151,1.789107555926732,1.0544635222301855,0.18508412428430074,0.7894734092744865,1.0,0.0,0.0,0.0,0.0,5.85
STU-14173,-0.17089308146793408,-0.012770798589655482,0.41743665531191815,0.19150190356230198,0.1060735092906067,-0.5279231504030053,-1.4053682452796459,1.0,0.0,0.0,0.0,1.0,5.19
STU-10721,1.5587231960986347,-0.3116182412212867,0.5965463164849727,0.39988524952288024,1.0544635222301855,-0.8147651574611173,-0.7320502875080596,0.0,1.0,0.0,0.0,0.0,4.42
STU-11340,0.47771302261952925,-0.048227274834086155,0.6280381250428716,0.5804841493553808,0.5791916156700023,-0.5115321785711135,-0.16657979483408653,0.0,1.0,0.0,0.0,0.0,5.25
STU-10781,0.04530895322788702,-0.7674872215068259,-0.5637300050701405,-0.4892170265755844,-0.38714673210946243,-0.8967200166205775,1.1888005097710548,0.0,0.0,0.0,0.0,1.0,3.69
STU-14310,-0.3870951161637552,-1.4462254810430732,-1.0085518009504717,-1.3227504104178962,-1.2572820051471387,0.1604976665364624,-1.664785120784716,1.0,0.0,0.0,0.0,0.0,3.09
STU-13245,0.26151098792370814,-0.8603494211946209,-0.5814441473839583,-0.16969589610269917,-0.23638071945441996,0.004783434133487219,-0.43474105940112523,1.0,0.0,1.0,0.0,0.0,3.43
STU-13712,-0.8194991855553975,-0.13602426362981956,-0.3423032261474091,0.17760968049826376,-0.20766338371060186,0.2752344693597068,3.0805033435102747,1.0,0.0,0.0,0.0,1.0,3.85
STU-11966,-0.3870951161637552,-0.6222845092677282,0.038550833599689374,-0.6003548110878927,0.9474914465844648,0.5866629341656564,-1.2479692421642101,0.0,0.0,0.0,1.0,0.0,4.7
STU-13046,-0.6032971508595764,-0.5040962551196255,-3.1509789019050776,-2.0312537866838603,-1.3297932779002777,-0.33942697433624663,-0.7407946765700282,0.0,1.0,0.0,0.0,0.0,2.49
STU-13878,0.6939150573153504,-1.0528274350929596,-1.14140786830411,-1.4338881949302045,-1.1079518592792867,1.0456101454586346,-1.4724085614214055,1.0,0.0,0.0,0.0,1.0,3.76
STU-12575,-0.3870951161637552,0.36036640379221196,0.06659822559656975,1.789107555926732,0.24607052104171712,-0.5279231504030053,-0.9098528651014222,0.0,0.0,0.0,1.0,0.0,4.81
STU-14891,-0.3870951161637552,-0.9987985189109699,1.3493973648222586,-0.864307049304625,1.0544635222301855,0.7095952229048474,2.509203258128322,0.0,0.0,1.0,0.0,0.0,4.67
STU-14665,-1.2519032549470397,-0.8096973122740054,-1.1512490584784545,-0.8365226031765474,-0.38714673210946243,-2.544012685725733,-0.35021196513542824,1.0,0.0,0.0,0.0,1.0,3.24
STU-10690,2.2073293001860983,-0.7083930944327744,-1.1286143210774637,-0.7948459339844327,-0.5357589445837194,-0.42957731941165267,-1.4286866161115623,0.0,0.0,0.0,0.0,1.0,3.04
STU-10531,-0.8194991855553975,-1.1524432493035033,-0.7182366908073347,-2.1284993481321304,-2.514383377332758,-1.2819078546700415,1.0430606920715773,0.0,0.0,1.0,0.0,0.0,1.58
STU-13733,-1.2519032549470397,-0.01783600948171692,-0.07659109144013113,0.3304241342026879,-0.7626258969598789,-0.44596829124354515,-0.638776804180394,1.0,0.0,1.0,0.0,0.0,3.56
STU-12911,0.6939150573153504,0.3384171565932784,1.3149531992120567,0.31653191113864965,0.93241484531896,0.8980913989716061,0.5154825519994688,0.0,0.0,0.0,1.0,0.0,5.12
STU-12694,-0.6032971508595764,0.286076644041976,-0.9278540415208547,0.024795226793840854,0.35950399722979687,1.2259108356094481,-1.6676999171387055,0.0,0.0,0.0,0.0,0.0,3.92
STU-12843,0.04530895322788702,-0.6239729128984153,-2.0900986011108356,-0.6142470341519322,0.1735592482885781,-0.4951412067392211,-0.7058171203221535,1.0,0.0,0.0,0.0,1.0,2.26
STU-11959,0.47771302261952925,-1.1186751766897598,-0.8875051618060448,-1.5450259794425127,-1.3577926802505,-0.5115321785711135,-1.2042472968543667,0.0,0.0,1.0,0.0,0.0,2.91
STU-11479,-0.6032971508595764,0.5984313157191047,-0.2301136581598918,-0.9337681646248174,0.5002189423745041,0.9144823708034978,0.2269177129545031,0.0,0.0,0.0,0.0,1.0,4.25
STU-13252,-1.0357012202512186,0.9293584273337923,0.6683870047576815,0.024795226793840854,1.0544635222301855,0.9390688285513369,0.11907024785688967,0.0,1.0,0.0,0.0,0.0,4.9
STU-14695,0.04530895322788702,0.8753295111518024,1.500951693507151,0.6082685954834585,1.0544635222301855,-0.7573967560494947,0.786558612920497,1.0,1.0,0.0,0.0,0.0,5.64
STU-11213,-1.2519032549470397,-0.1664155289821891,0.09956621268062026,-0.5447859188317385,-0.46468353861777006,2.0782413708678362,0.3056172145122209,0.0,0.0,0.0,0.0,0.0,4.51
STU-12050,0.26151098792370814,-0.6307265274211642,-0.40430272424577346,-1.211612625905588,-0.718831959950557,0.6276403637453866,0.5912672572031971,0.0,1.0,0.0,0.0,0.0,3.61
STU-12957,-1.2519032549470397,-0.32174866300540983,-1.0420118475432403,-1.3366426334819344,-1.5710188981483466,-0.37220891800003086,0.031626357237203175,0.0,0.0,0.0,0.0,0.0,3.36
STU-10954,-1.2519032549470397,0.16451158263249877,-1.626578543899251,1.5251553177099995,-1.5315325615005977,0.685008765157009,-0.8136645854197669,1.0,1.0,0.0,0.0,0.0,3.96
STU-14044,-1.2519032549470397,1.7904442789842554,0.4046431080852719,-0.6420314802800086,1.0544635222301855,-0.3148405165884083,-0.13160223858621187,0.0,0.0,0.0,0.0,1.0,4.69
STU-14633,0.26151098792370814,0.9901409580385306,1.500951693507151,1.789107555926732,0.09602244178027047,-0.5607050940667895,1.6988898717192265,0.0,0.0,1.0,0.0,0.0,5.16
STU-10032,-1.2519032549470397,-0.048227274834086155,0.29048530206288625,0.21928634969037966,-0.9679548475281754,1.0783920891224197,0.03745594994518216,0.0,0.0,0.0,0.0,1.0,3.45
STU-13265,-0.17089308146793408,1.1100176158173207,1.4645392898620793,0.46934636484307257,-1.7942961835565292,-0.0034120517824586514,0.19485495306061795,0.0,0.0,0.0,0.0,0.0,4.55
STU-12774,-1.2519032549470397,0.08684501562088824,-0.9317905175905914,-2.0868226789400146,0.7141630936659461,1.4635799271718828,-1.0235299229070147,0.0,0.0,0.0,0.0,1.0,4.26
STU-10335,-0.3870951161637552,-0.32174866300540983,-0.27243077590956866,-1.1699359567134722,-1.25225647139197,1.5209483285835053,-0.9710635885352027,0.0,0.0,0.0,0.0,1.0,4.09
